game_id,game_date,season,team_home,team_away,pts_home,fg_pct_home,3p_pct_home,ft_pct_home,ast_home,reb_home,pts_away,fg_pct_away,3p_pct_away,ft_pct_away,ast_away,reb_away,home_team_win,conf_home,div_home,conf_away,div_away,conf_match
21800352,2018-12-04,2018-19,Dallas Mavericks,Portland Trail Blazers,111,0.432,0.367,0.686,25,50,102,0.452,0.292,0.826,20,48,1,Western Conference,Southwest Division,Western Conference,Northwest Division,West at West
21800834,2019-02-10,2018-19,Dallas Mavericks,Portland Trail Blazers,102,0.414,0.324,0.783,20,39,101,0.488,0.31,0.571,24,48,1,Western Conference,Southwest Division,Western Conference,Northwest Division,West at West
21800101,2018-10-30,2018-19,Houston Rockets,Portland Trail Blazers,85,0.323,0.233,0.565,18,49,104,0.475,0.4,0.87,17,51,0,Western Conference,Southwest Division,Western Conference,Northwest Division,West at West
21800402,2018-12-11,2018-19,Houston Rockets,Portland Trail Blazers,111,0.494,0.31,0.667,22,42,104,0.437,0.4,0.857,20,44,1,Western Conference,Southwest Division,Western Conference,Northwest Division,West at West
11800003,2018-09-29,2018-19,Toronto Raptors,Portland Trail Blazers,122,0.415,0.343,0.824,15,45,104,0.42,0.387,0.72,25,46,1,Eastern Conference,Atlantic Division,Western Conference,Northwest Division,West at East
21800930,2019-03-01,2018-19,Toronto Raptors,Portland Trail Blazers,119,0.556,0.357,0.905,29,32,117,0.494,0.424,0.826,24,42,1,Eastern Conference,Atlantic Division,Western Conference,Northwest Division,West at East
21800703,2019-01-22,2018-19,Oklahoma City Thunder,Portland Trail Blazers,123,0.506,0.478,0.788,26,37,114,0.453,0.278,0.818,21,52,1,Western Conference,Northwest Division,Western Conference,Northwest Division,West at West
21800846,2019-02-11,2018-19,Oklahoma City Thunder,Portland Trail Blazers,120,0.477,0.457,0.759,23,45,111,0.414,0.379,0.737,18,46,1,Western Conference,Northwest Division,Western Conference,Northwest Division,West at West
41800163,2019-04-19,2018-19,Oklahoma City Thunder,Portland Trail Blazers,120,0.481,0.517,0.795,27,37,108,0.47,0.387,0.75,18,41,1,Western Conference,Northwest Division,Western Conference,Northwest Division,West at West
41800164,2019-04-21,2018-19,Oklahoma City Thunder,Portland Trail Blazers,98,0.375,0.375,0.773,23,44,111,0.411,0.429,0.957,16,49,0,Western Conference,Northwest Division,Western Conference,Northwest Division,West at West
21800898,2019-02-25,2018-19,Cleveland Cavaliers,Portland Trail Blazers,110,0.416,0.382,0.885,22,40,123,0.564,0.621,0.773,26,45,0,Eastern Conference,Central Division,Western Conference,Northwest Division,West at East
21800079,2018-10-27,2018-19,Miami Heat,Portland Trail Blazers,120,0.458,0.385,0.654,21,56,111,0.42,0.364,0.893,14,42,1,Eastern Conference,Southeast Division,Western Conference,Northwest Division,West at East
21801031,2019-03-15,2018-19,New Orleans Pelicans,Portland Trail Blazers,110,0.479,0.267,0.48,31,45,122,0.448,0.37,0.813,26,54,0,Western Conference,Southwest Division,Western Conference,Northwest Division,West at West
21800166,2018-11-08,2018-19,Golden State Warriors,Milwaukee Bucks,111,0.483,0.357,0.773,31,38,134,0.515,0.257,0.778,33,46,0,Western Conference,Pacific Division,Eastern Conference,Central Division,East at West
21800003,2018-10-17,2018-19,Charlotte Hornets,Milwaukee Bucks,112,0.446,0.421,0.636,21,41,113,0.494,0.412,0.75,26,57,0,Eastern Conference,Southeast Division,Eastern Conference,Central Division,East at East
21800294,2018-11-26,2018-19,Charlotte Hornets,Milwaukee Bucks,110,0.469,0.448,0.7,21,44,107,0.411,0.348,0.81,25,48,1,Eastern Conference,Southeast Division,Eastern Conference,Central Division,East at East
11800045,2018-10-07,2018-19,Minnesota Timberwolves,Milwaukee Bucks,107,0.448,0.364,0.656,16,54,125,0.457,0.361,0.778,24,45,0,Western Conference,Northwest Division,Eastern Conference,Central Division,East at West
21800071,2018-10-26,2018-19,Minnesota Timberwolves,Milwaukee Bucks,95,0.321,0.233,0.722,19,49,125,0.533,0.413,0.727,32,62,0,Western Conference,Northwest Division,Eastern Conference,Central Division,East at West
21800943,2019-03-02,2018-19,Utah Jazz,Milwaukee Bucks,115,0.458,0.414,0.577,22,53,111,0.385,0.385,0.733,20,53,1,Western Conference,Northwest Division,Eastern Conference,Central Division,East at West
21800115,2018-11-01,2018-19,Boston Celtics,Milwaukee Bucks,117,0.446,0.436,0.846,30,42,113,0.482,0.31,0.733,20,45,1,Eastern Conference,Atlantic Division,Eastern Conference,Central Division,East at East
21800473,2018-12-21,2018-19,Boston Celtics,Milwaukee Bucks,107,0.385,0.294,0.75,22,36,120,0.513,0.4,0.786,26,55,0,Eastern Conference,Atlantic Division,Eastern Conference,Central Division,East at East
41800203,2019-05-03,2018-19,Boston Celtics,Milwaukee Bucks,116,0.432,0.4,0.938,24,44,123,0.506,0.405,0.667,23,44,0,Eastern Conference,Atlantic Division,Eastern Conference,Central Division,East at East
41800204,2019-05-06,2018-19,Boston Celtics,Milwaukee Bucks,101,0.378,0.22,0.8,25,51,113,0.44,0.216,0.68,25,56,0,Eastern Conference,Atlantic Division,Eastern Conference,Central Division,East at East
21800934,2019-03-01,2018-19,Los Angeles Lakers,Milwaukee Bucks,120,0.479,0.325,0.833,29,40,131,0.516,0.35,0.875,30,51,0,Western Conference,Pacific Division,Eastern Conference,Central Division,East at West
21800640,2019-01-13,2018-19,Atlanta Hawks,Milwaukee Bucks,114,0.406,0.316,0.8,19,54,133,0.533,0.367,0.727,28,39,0,Eastern Conference,Southeast Division,Eastern Conference,Central Division,East at East
21801145,2019-03-31,2018-19,Atlanta Hawks,Milwaukee Bucks,136,0.441,0.361,0.588,36,58,135,0.414,0.309,0.957,30,71,1,Eastern Conference,Southeast Division,Eastern Conference,Central Division,East at East
21800443,2018-12-17,2018-19,Detroit Pistons,Milwaukee Bucks,104,0.443,0.4,0.8,25,45,107,0.5,0.36,0.667,33,37,0,Eastern Conference,Central Division,Eastern Conference,Central Division,East at East
21800750,2019-01-29,2018-19,Detroit Pistons,Milwaukee Bucks,105,0.472,0.324,0.75,29,39,115,0.54,0.406,0.8,32,39,0,Eastern Conference,Central Division,Eastern Conference,Central Division,East at East
41800103,2019-04-20,2018-19,Detroit Pistons,Milwaukee Bucks,103,0.385,0.306,0.75,21,44,119,0.488,0.368,0.875,24,51,0,Eastern Conference,Central Division,Eastern Conference,Central Division,East at East
41800104,2019-04-22,2018-19,Detroit Pistons,Milwaukee Bucks,104,0.41,0.382,0.75,26,36,127,0.544,0.357,0.756,27,54,0,Eastern Conference,Central Division,Eastern Conference,Central Division,East at East
21800682,2019-01-19,2018-19,Orlando Magic,Milwaukee Bucks,108,0.473,0.438,0.667,31,32,118,0.553,0.4,0.8,22,46,0,Eastern Conference,Southeast Division,Eastern Conference,Central Division,East at East
21800660,2019-01-16,2018-19,Memphis Grizzlies,Milwaukee Bucks,101,0.389,0.323,0.68,29,48,111,0.476,0.353,0.864,27,50,0,Western Conference,Southwest Division,Eastern Conference,Central Division,East at West
21800920,2019-02-27,2018-19,Sacramento Kings,Milwaukee Bucks,140,0.449,0.364,0.733,30,58,141,0.482,0.378,0.762,36,57,0,Western Conference,Pacific Division,Eastern Conference,Central Division,East at West
21801177,2019-04-04,2018-19,Philadelphia 76ers,Milwaukee Bucks,122,0.474,0.5,0.778,36,43,128,0.452,0.353,0.744,26,50,0,Eastern Conference,Atlantic Division,Eastern Conference,Central Division,East at East
21800843,2019-02-11,2018-19,Chicago Bulls,Milwaukee Bucks,99,0.385,0.321,0.889,24,45,112,0.475,0.316,0.828,24,49,0,Eastern Conference,Central Division,Eastern Conference,Central Division,East at East
21800902,2019-02-25,2018-19,Chicago Bulls,Milwaukee Bucks,106,0.446,0.346,0.682,31,41,117,0.462,0.347,0.696,26,45,0,Eastern Conference,Central Division,Eastern Conference,Central Division,East at East
21800999,2019-03-10,2018-19,San Antonio Spurs,Milwaukee Bucks,121,0.49,0.414,0.733,24,46,114,0.471,0.389,0.72,22,45,1,Western Conference,Southwest Division,Eastern Conference,Central Division,East at West
21800175,2018-11-10,2018-19,Los Angeles Clippers,Milwaukee Bucks,128,0.465,0.412,0.815,26,54,126,0.448,0.348,0.696,31,52,1,Western Conference,Pacific Division,Eastern Conference,Central Division,East at West
21800330,2018-12-01,2018-19,New York Knicks,Milwaukee Bucks,136,0.531,0.588,0.667,30,41,134,0.489,0.429,0.774,28,51,1,Eastern Conference,Atlantic Division,Eastern Conference,Central Division,East at East
21800497,2018-12-25,2018-19,New York Knicks,Milwaukee Bucks,95,0.361,0.276,0.81,17,57,109,0.449,0.188,0.676,22,51,0,Eastern Conference,Atlantic Division,Eastern Conference,Central Division,East at East
21800622,2019-01-11,2018-19,Washington Wizards,Milwaukee Bucks,113,0.488,0.545,0.75,28,43,106,0.449,0.325,0.765,26,43,1,Eastern Conference,Southeast Division,Eastern Conference,Central Division,East at East
21800778,2019-02-02,2018-19,Washington Wizards,Milwaukee Bucks,115,0.462,0.303,0.731,28,46,131,0.495,0.436,1.0,30,46,0,Eastern Conference,Southeast Division,Eastern Conference,Central Division,East at East
21800187,2018-11-11,2018-19,Denver Nuggets,Milwaukee Bucks,114,0.461,0.474,0.7,27,39,121,0.571,0.5,0.615,27,41,0,Western Conference,Northwest Division,Eastern Conference,Central Division,East at West
21800152,2018-11-06,2018-19,Portland Trail Blazers,Milwaukee Bucks,118,0.527,0.395,0.625,23,51,103,0.435,0.381,0.875,26,42,1,Western Conference,Northwest Division,Eastern Conference,Central Division,East at West
21800407,2018-12-12,2018-19,Indiana Pacers,Milwaukee Bucks,113,0.473,0.4,0.75,31,54,97,0.418,0.256,0.667,22,43,1,Eastern Conference,Central Division,Eastern Conference,Central Division,East at East
21800854,2019-02-13,2018-19,Indiana Pacers,Milwaukee Bucks,97,0.42,0.37,0.867,22,43,106,0.442,0.29,0.724,22,52,0,Eastern Conference,Central Division,Eastern Conference,Central Division,East at East
21800955,2019-03-04,2018-19,Phoenix Suns,Milwaukee Bucks,114,0.451,0.318,0.806,22,56,105,0.368,0.286,0.742,17,57,1,Western Conference,Pacific Division,Eastern Conference,Central Division,East at West
21800792,2019-02-04,2018-19,Brooklyn Nets,Milwaukee Bucks,94,0.324,0.119,0.821,23,56,113,0.426,0.256,0.68,29,59,0,Eastern Conference,Atlantic Division,Eastern Conference,Central Division,East at East
21801154,2019-04-01,2018-19,Brooklyn Nets,Milwaukee Bucks,121,0.415,0.364,0.794,19,55,131,0.5,0.324,0.867,28,40,0,Eastern Conference,Atlantic Division,Eastern Conference,Central Division,East at East
21800821,2019-02-08,2018-19,Dallas Mavericks,Milwaukee Bucks,107,0.414,0.415,0.65,23,37,122,0.548,0.278,0.833,25,51,0,Western Conference,Southwest Division,Eastern Conference,Central Division,East at West
21800610,2019-01-09,2018-19,Houston Rockets,Milwaukee Bucks,109,0.376,0.375,0.844,19,46,116,0.484,0.296,0.833,26,49,0,Western Conference,Southwest Division,Eastern Conference,Central Division,East at West
21800388,2018-12-09,2018-19,Toronto Raptors,Milwaukee Bucks,99,0.415,0.341,0.857,24,45,104,0.414,0.385,0.85,22,45,0,Eastern Conference,Atlantic Division,Eastern Conference,Central Division,East at East
21800766,2019-01-31,2018-19,Toronto Raptors,Milwaukee Bucks,92,0.398,0.259,0.846,16,39,105,0.494,0.368,0.765,21,50,0,Eastern Conference,Atlantic Division,Eastern Conference,Central Division,East at East
41800303,2019-05-19,2018-19,Toronto Raptors,Milwaukee Bucks,118,0.392,0.378,0.808,28,55,112,0.373,0.318,0.667,22,63,1,Eastern Conference,Atlantic Division,Eastern Conference,Central Division,East at East
41800304,2019-05-21,2018-19,Toronto Raptors,Milwaukee Bucks,120,0.471,0.341,0.889,32,44,102,0.463,0.314,0.654,30,40,1,Eastern Conference,Atlantic Division,Eastern Conference,Central Division,East at East
41800306,2019-05-25,2018-19,Toronto Raptors,Milwaukee Bucks,100,0.486,0.444,0.727,20,38,94,0.4,0.353,0.71,19,42,1,Eastern Conference,Atlantic Division,Eastern Conference,Central Division,East at East
11800056,2018-10-09,2018-19,Oklahoma City Thunder,Milwaukee Bucks,119,0.387,0.361,0.686,21,57,115,0.426,0.406,0.733,24,48,1,Western Conference,Northwest Division,Eastern Conference,Central Division,East at West
21800738,2019-01-27,2018-19,Oklahoma City Thunder,Milwaukee Bucks,118,0.468,0.5,0.56,29,52,112,0.429,0.405,0.679,22,49,1,Western Conference,Northwest Division,Eastern Conference,Central Division,East at West
21800423,2018-12-14,2018-19,Cleveland Cavaliers,Milwaukee Bucks,102,0.402,0.361,0.905,24,50,114,0.426,0.293,0.786,26,53,0,Eastern Conference,Central Division,Eastern Conference,Central Division,East at East
21801065,2019-03-20,2018-19,Cleveland Cavaliers,Milwaukee Bucks,107,0.419,0.282,0.75,18,54,102,0.396,0.406,0.81,24,51,1,Eastern Conference,Central Division,Eastern Conference,Central Division,East at East
21800482,2018-12-22,2018-19,Miami Heat,Milwaukee Bucks,94,0.382,0.313,0.696,22,57,87,0.369,0.209,0.727,20,48,1,Eastern Conference,Southeast Division,Eastern Conference,Central Division,East at East
21801029,2019-03-15,2018-19,Miami Heat,Milwaukee Bucks,98,0.409,0.364,0.56,21,45,113,0.477,0.364,0.708,29,52,0,Eastern Conference,Southeast Division,Eastern Conference,Central Division,East at East
21801010,2019-03-12,2018-19,New Orleans Pelicans,Milwaukee Bucks,113,0.43,0.213,0.688,27,50,130,0.495,0.278,0.857,27,52,0,Western Conference,Southwest Division,Eastern Conference,Central Division,East at West
11800039,2018-10-05,2018-19,Golden State Warriors,Sacramento Kings,122,0.516,0.355,0.739,29,53,94,0.347,0.458,0.714,21,54,1,Western Conference,Pacific Division,Western Conference,Pacific Division,West at West
21800285,2018-11-24,2018-19,Golden State Warriors,Sacramento Kings,117,0.466,0.294,0.862,28,54,116,0.433,0.393,0.724,28,47,1,Western Conference,Pacific Division,Western Conference,Pacific Division,West at West
21800871,2019-02-21,2018-19,Golden State Warriors,Sacramento Kings,125,0.457,0.413,0.833,32,49,123,0.434,0.303,0.794,23,52,1,Western Conference,Pacific Division,Western Conference,Pacific Division,West at West
21800666,2019-01-17,2018-19,Charlotte Hornets,Sacramento Kings,114,0.448,0.289,0.862,21,46,95,0.443,0.333,0.462,28,42,1,Eastern Conference,Southeast Division,Western Conference,Pacific Division,West at East
21800446,2018-12-17,2018-19,Minnesota Timberwolves,Sacramento Kings,132,0.5,0.37,0.867,37,58,105,0.422,0.368,0.652,20,38,1,Western Conference,Northwest Division,Western Conference,Pacific Division,West at West
21800905,2019-02-25,2018-19,Minnesota Timberwolves,Sacramento Kings,112,0.506,0.258,0.714,23,49,105,0.389,0.346,0.759,20,44,1,Western Conference,Northwest Division,Western Conference,Pacific Division,West at West
21800263,2018-11-21,2018-19,Utah Jazz,Sacramento Kings,110,0.432,0.308,0.71,21,46,119,0.528,0.44,0.737,27,48,0,Western Conference,Northwest Division,Western Conference,Pacific Division,West at West
21801188,2019-04-05,2018-19,Utah Jazz,Sacramento Kings,119,0.518,0.455,0.64,30,46,98,0.413,0.238,0.68,17,47,1,Western Conference,Northwest Division,Western Conference,Pacific Division,West at West
21801022,2019-03-14,2018-19,Boston Celtics,Sacramento Kings,126,0.505,0.321,0.731,32,52,120,0.505,0.324,0.565,31,47,1,Eastern Conference,Atlantic Division,Western Conference,Pacific Division,West at East
11800027,2018-10-04,2018-19,Los Angeles Lakers,Sacramento Kings,128,0.526,0.3,0.727,19,48,123,0.455,0.419,0.714,27,41,1,Western Conference,Pacific Division,Western Conference,Pacific Division,West at West
21800541,2018-12-30,2018-19,Los Angeles Lakers,Sacramento Kings,121,0.48,0.341,0.6,30,50,114,0.484,0.382,0.75,24,45,1,Western Conference,Pacific Division,Western Conference,Pacific Division,West at West
21801102,2019-03-24,2018-19,Los Angeles Lakers,Sacramento Kings,111,0.459,0.325,0.833,29,56,106,0.375,0.424,0.609,27,50,1,Western Conference,Pacific Division,Western Conference,Pacific Division,West at West
21800114,2018-11-01,2018-19,Atlanta Hawks,Sacramento Kings,115,0.483,0.258,0.676,26,43,146,0.541,0.4,0.813,38,46,0,Eastern Conference,Southeast Division,Western Conference,Pacific Division,West at East
21800680,2019-01-19,2018-19,Detroit Pistons,Sacramento Kings,101,0.439,0.345,0.76,21,46,103,0.449,0.4,0.722,30,39,0,Eastern Conference,Central Division,Western Conference,Pacific Division,West at East
21800098,2018-10-30,2018-19,Orlando Magic,Sacramento Kings,99,0.396,0.256,0.727,28,48,107,0.488,0.364,0.654,22,51,0,Eastern Conference,Southeast Division,Western Conference,Pacific Division,West at East
21800220,2018-11-16,2018-19,Memphis Grizzlies,Sacramento Kings,112,0.506,0.44,0.625,24,40,104,0.463,0.364,0.75,23,42,1,Western Conference,Southwest Division,Western Conference,Pacific Division,West at West
21800725,2019-01-25,2018-19,Memphis Grizzlies,Sacramento Kings,96,0.425,0.3,0.815,22,44,99,0.407,0.364,0.765,23,49,0,Western Conference,Southwest Division,Western Conference,Pacific Division,West at West
21801027,2019-03-15,2018-19,Philadelphia 76ers,Sacramento Kings,123,0.505,0.292,0.889,28,49,114,0.457,0.333,0.792,23,40,1,Eastern Conference,Atlantic Division,Western Conference,Pacific Division,West at East
21800394,2018-12-10,2018-19,Chicago Bulls,Sacramento Kings,89,0.447,0.286,1.0,16,40,108,0.455,0.432,0.8,28,42,0,Eastern Conference,Central Division,Western Conference,Pacific Division,West at East
21800133,2018-11-04,2018-19,Milwaukee Bucks,Sacramento Kings,144,0.484,0.393,0.909,30,56,109,0.442,0.389,0.5,24,44,1,Eastern Conference,Central Division,Western Conference,Pacific Division,West at East
21801149,2019-03-31,2018-19,San Antonio Spurs,Sacramento Kings,106,0.468,0.296,0.714,24,42,113,0.481,0.44,0.857,20,42,0,Western Conference,Southwest Division,Western Conference,Pacific Division,West at West
21800511,2018-12-26,2018-19,Los Angeles Clippers,Sacramento Kings,127,0.5,0.429,0.826,23,50,118,0.471,0.333,0.667,26,43,1,Western Conference,Pacific Division,Western Conference,Pacific Division,West at West
21800736,2019-01-27,2018-19,Los Angeles Clippers,Sacramento Kings,122,0.477,0.379,0.931,35,52,108,0.398,0.222,0.867,18,44,1,Western Conference,Pacific Division,Western Conference,Pacific Division,West at West
21800986,2019-03-09,2018-19,New York Knicks,Sacramento Kings,94,0.372,0.286,0.667,16,58,102,0.379,0.333,0.818,16,53,0,Eastern Conference,Atlantic Division,Western Conference,Pacific Division,West at East
21801002,2019-03-11,2018-19,Washington Wizards,Sacramento Kings,121,0.465,0.378,0.818,29,47,115,0.451,0.333,0.75,28,47,1,Eastern Conference,Southeast Division,Western Conference,Pacific Division,West at East
21800051,2018-10-23,2018-19,Denver Nuggets,Sacramento Kings,126,0.515,0.367,0.867,31,49,112,0.523,0.419,0.45,29,39,1,Western Conference,Northwest Division,Western Conference,Pacific Division,West at West
21800860,2019-02-13,2018-19,Denver Nuggets,Sacramento Kings,120,0.455,0.258,0.88,26,53,118,0.452,0.344,0.821,30,44,1,Western Conference,Northwest Division,Western Conference,Pacific Division,West at West
11800078,2018-10-12,2018-19,Portland Trail Blazers,Sacramento Kings,118,0.448,0.421,0.828,28,48,115,0.422,0.417,0.879,22,37,1,Western Conference,Northwest Division,Western Conference,Pacific Division,West at West
21801230,2019-04-10,2018-19,Portland Trail Blazers,Sacramento Kings,136,0.582,0.583,0.727,19,44,131,0.521,0.419,0.813,25,35,1,Western Conference,Northwest Division,Western Conference,Pacific Division,West at West
21800379,2018-12-08,2018-19,Indiana Pacers,Sacramento Kings,107,0.435,0.267,0.864,26,52,97,0.422,0.281,0.8,24,43,1,Eastern Conference,Central Division,Western Conference,Pacific Division,West at East
11800015,2018-10-01,2018-19,Phoenix Suns,Sacramento Kings,102,0.446,0.136,0.717,19,43,106,0.476,0.44,0.607,24,40,0,Western Conference,Pacific Division,Western Conference,Pacific Division,West at West
21800353,2018-12-04,2018-19,Phoenix Suns,Sacramento Kings,105,0.437,0.279,0.81,27,43,122,0.536,0.458,0.656,27,42,0,Western Conference,Pacific Division,Western Conference,Pacific Division,West at West
21800604,2019-01-08,2018-19,Phoenix Suns,Sacramento Kings,115,0.511,0.4,0.789,31,37,111,0.475,0.517,0.69,26,43,1,Western Conference,Pacific Division,Western Conference,Pacific Division,West at West
21800696,2019-01-21,2018-19,Brooklyn Nets,Sacramento Kings,123,0.5,0.371,0.833,25,56,94,0.419,0.4,0.545,26,37,1,Eastern Conference,Atlantic Division,Western Conference,Pacific Division,West at East
21800440,2018-12-16,2018-19,Dallas Mavericks,Sacramento Kings,113,0.417,0.257,0.774,22,53,120,0.469,0.29,0.905,20,47,0,Western Conference,Southwest Division,Western Conference,Pacific Division,West at West
21801114,2019-03-26,2018-19,Dallas Mavericks,Sacramento Kings,121,0.506,0.333,0.875,27,38,125,0.506,0.435,0.844,27,37,0,Western Conference,Southwest Division,Western Conference,Pacific Division,West at West
21800231,2018-11-17,2018-19,Houston Rockets,Sacramento Kings,132,0.568,0.426,0.833,27,41,112,0.451,0.314,0.75,23,39,1,Western Conference,Southwest Division,Western Conference,Pacific Division,West at West
21801138,2019-03-30,2018-19,Houston Rockets,Sacramento Kings,119,0.47,0.327,0.889,19,38,108,0.447,0.517,0.6,28,49,1,Western Conference,Southwest Division,Western Conference,Pacific Division,West at West
21800702,2019-01-22,2018-19,Toronto Raptors,Sacramento Kings,120,0.44,0.4,0.686,25,46,105,0.451,0.333,0.727,29,43,1,Eastern Conference,Atlantic Division,Western Conference,Pacific Division,West at East
21800037,2018-10-21,2018-19,Oklahoma City Thunder,Sacramento Kings,120,0.442,0.231,0.633,23,51,131,0.549,0.455,0.75,28,46,0,Western Conference,Northwest Division,Western Conference,Pacific Division,West at West
21800890,2019-02-23,2018-19,Oklahoma City Thunder,Sacramento Kings,116,0.381,0.304,0.786,17,59,119,0.454,0.368,0.706,24,47,0,Western Conference,Northwest Division,Western Conference,Pacific Division,West at West
21800372,2018-12-07,2018-19,Cleveland Cavaliers,Sacramento Kings,110,0.531,0.385,0.737,20,35,129,0.571,0.448,0.571,31,35,0,Eastern Conference,Central Division,Western Conference,Pacific Division,West at East
21800089,2018-10-29,2018-19,Miami Heat,Sacramento Kings,113,0.413,0.333,0.706,20,52,123,0.495,0.462,0.6,28,46,0,Eastern Conference,Southeast Division,Western Conference,Pacific Division,West at East
21800022,2018-10-19,2018-19,New Orleans Pelicans,Sacramento Kings,149,0.589,0.516,0.636,35,52,129,0.521,0.4,0.731,24,39,1,Western Conference,Southwest Division,Western Conference,Pacific Division,West at West
21801128,2019-03-28,2018-19,New Orleans Pelicans,Sacramento Kings,121,0.505,0.321,1.0,27,45,118,0.495,0.435,0.875,28,44,1,Western Conference,Southwest Division,Western Conference,Pacific Division,West at West
21800852,2019-02-12,2018-19,Golden State Warriors,Utah Jazz,115,0.494,0.317,0.667,29,40,108,0.471,0.385,0.762,23,49,1,Western Conference,Pacific Division,Western Conference,Northwest Division,West at West
21800320,2018-11-30,2018-19,Charlotte Hornets,Utah Jazz,111,0.495,0.321,0.615,19,38,119,0.543,0.45,0.722,32,41,0,Eastern Conference,Southeast Division,Western Conference,Northwest Division,West at East
21800107,2018-10-31,2018-19,Minnesota Timberwolves,Utah Jazz,128,0.581,0.48,0.667,19,41,125,0.485,0.433,0.6,25,48,1,Western Conference,Northwest Division,Western Conference,Northwest Division,West at West
21800740,2019-01-27,2018-19,Minnesota Timberwolves,Utah Jazz,111,0.481,0.472,0.87,22,35,125,0.535,0.385,0.72,30,36,0,Western Conference,Northwest Division,Western Conference,Northwest Division,West at West
21800229,2018-11-17,2018-19,Boston Celtics,Utah Jazz,86,0.385,0.152,0.55,16,51,98,0.449,0.289,0.63,23,46,0,Eastern Conference,Atlantic Division,Western Conference,Northwest Division,West at East
21800278,2018-11-23,2018-19,Los Angeles Lakers,Utah Jazz,90,0.456,0.304,0.611,10,47,83,0.388,0.174,0.765,22,41,1,Western Conference,Pacific Division,Western Conference,Northwest Division,West at West
21801208,2019-04-07,2018-19,Los Angeles Lakers,Utah Jazz,113,0.517,0.28,0.667,28,49,109,0.452,0.31,0.714,25,35,1,Western Conference,Pacific Division,Western Conference,Northwest Division,West at West
21801076,2019-03-21,2018-19,Atlanta Hawks,Utah Jazz,117,0.471,0.475,0.696,26,43,114,0.457,0.313,0.692,25,49,1,Eastern Conference,Southeast Division,Western Conference,Northwest Division,West at East
21800577,2019-01-05,2018-19,Detroit Pistons,Utah Jazz,105,0.476,0.44,0.8,18,44,110,0.476,0.333,0.781,24,42,0,Eastern Conference,Central Division,Western Conference,Northwest Division,West at East
21800429,2018-12-15,2018-19,Orlando Magic,Utah Jazz,96,0.472,0.458,0.85,18,48,89,0.315,0.241,0.929,17,42,1,Eastern Conference,Southeast Division,Western Conference,Northwest Division,West at East
21800194,2018-11-12,2018-19,Memphis Grizzlies,Utah Jazz,88,0.418,0.167,0.783,19,42,96,0.39,0.281,0.767,19,49,0,Western Conference,Southwest Division,Western Conference,Northwest Division,West at West
21800982,2019-03-08,2018-19,Memphis Grizzlies,Utah Jazz,114,0.511,0.409,0.867,31,43,104,0.427,0.375,0.667,21,41,1,Western Conference,Southwest Division,Western Conference,Northwest Division,West at West
11800068,2018-10-11,2018-19,Sacramento Kings,Utah Jazz,93,0.344,0.167,0.703,19,34,132,0.6,0.467,0.842,32,51,0,Western Conference,Pacific Division,Western Conference,Northwest Division,West at West
21800011,2018-10-17,2018-19,Sacramento Kings,Utah Jazz,117,0.516,0.368,0.667,17,37,123,0.519,0.481,0.737,21,44,0,Western Conference,Pacific Division,Western Conference,Northwest Division,West at West
21800292,2018-11-25,2018-19,Sacramento Kings,Utah Jazz,112,0.471,0.391,0.742,20,36,133,0.533,0.333,0.758,30,49,0,Western Conference,Pacific Division,Western Conference,Northwest Division,West at West
21800218,2018-11-16,2018-19,Philadelphia 76ers,Utah Jazz,113,0.506,0.478,0.625,25,41,107,0.466,0.182,0.568,15,39,1,Eastern Conference,Atlantic Division,Western Conference,Northwest Division,West at East
21801090,2019-03-23,2018-19,Chicago Bulls,Utah Jazz,83,0.359,0.125,0.75,16,45,114,0.484,0.344,0.733,27,58,0,Eastern Conference,Central Division,Western Conference,Northwest Division,West at East
21800594,2019-01-07,2018-19,Milwaukee Bucks,Utah Jazz,114,0.469,0.36,0.813,27,46,102,0.419,0.378,0.696,20,46,1,Eastern Conference,Central Division,Western Conference,Northwest Division,West at East
21800390,2018-12-09,2018-19,San Antonio Spurs,Utah Jazz,110,0.528,0.357,0.917,26,46,97,0.435,0.31,0.737,23,38,1,Western Conference,Southwest Division,Western Conference,Northwest Division,West at West
21800664,2019-01-16,2018-19,Los Angeles Clippers,Utah Jazz,109,0.459,0.455,0.643,24,41,129,0.512,0.333,0.811,27,48,0,Western Conference,Pacific Division,Western Conference,Northwest Division,West at West
21801229,2019-04-10,2018-19,Los Angeles Clippers,Utah Jazz,143,0.509,0.429,0.767,34,52,137,0.443,0.4,0.879,31,57,1,Western Conference,Pacific Division,Western Conference,Northwest Division,West at West
21801068,2019-03-20,2018-19,New York Knicks,Utah Jazz,116,0.523,0.419,0.619,23,40,137,0.565,0.476,0.84,38,40,0,Eastern Conference,Atlantic Division,Western Conference,Northwest Division,West at East
21801051,2019-03-18,2018-19,Washington Wizards,Utah Jazz,95,0.42,0.296,0.864,20,34,116,0.538,0.378,0.667,35,41,0,Eastern Conference,Southeast Division,Western Conference,Northwest Division,West at East
21800131,2018-11-03,2018-19,Denver Nuggets,Utah Jazz,103,0.494,0.321,0.632,32,48,88,0.407,0.194,0.667,22,40,1,Western Conference,Northwest Division,Western Conference,Northwest Division,West at West
21800926,2019-02-28,2018-19,Denver Nuggets,Utah Jazz,104,0.404,0.28,0.708,25,55,111,0.44,0.372,0.636,25,44,0,Western Conference,Northwest Division,Western Conference,Northwest Division,West at West
