Id,District Name,Neighborhood Name,Street,Year,Month,Weekday,Part of the day
2017S004324    ,Sants-Montjuïc,la Marina del Prat Vermell,Litoral (Llobregat)                               ,2017,May,Monday,Afternoon
2017S004320    ,Eixample,Sant Antoni,Corts Catalanes / Vilamarí                        ,2017,May,Monday,Afternoon
2017S004316    ,Eixample,l'Antiga Esquerra de l'Eixample,Corts Catalanes                                   ,2017,May,Monday,Afternoon
2017S004315    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,General Mitre / Augusta                           ,2017,May,Monday,Afternoon
2017S004317    ,Eixample,la Dreta de l'Eixample,Diagonal / Sant Joan                              ,2017,May,Monday,Afternoon
2017S004321    ,Sant Andreu,el Bon Pastor,Monterrey / Potosí                                ,2017,May,Monday,Afternoon
2017S004318    ,Sant Martí,el Poblenou,Calvell / Jonquera                                ,2017,May,Monday,Afternoon
2017S004325    ,Sants-Montjuïc,la Marina del Prat Vermell,Litoral (Llobregat)                               ,2017,May,Monday,Afternoon
2017S004323    ,Les Corts,les Corts,Sarrià / Taquígraf Garriga                        ,2017,May,Monday,Afternoon
2017S004322    ,Les Corts,la Maternitat i Sant Ramon,Diagonal / Pascual i Vila                         ,2017,May,Monday,Afternoon
2017S004327    ,Les Corts,la Maternitat i Sant Ramon,Corts / Benavent                                  ,2017,May,Monday,Afternoon
2017S004328    ,Sants-Montjuïc,la Marina del Prat Vermell,B-10 (Besòs)                                      ,2017,May,Monday,Afternoon
2017S004330    ,Sant Andreu,el Congrés i els Indians,Cep                                               ,2017,May,Monday,Afternoon
2017S004331    ,Sants-Montjuïc,la Bordeta,Constitució / Toledo                              ,2017,May,Monday,Afternoon
2017S004329    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Rosselló / Grassot                                ,2017,May,Monday,Afternoon
2017S004333    ,Sant Martí,el Poblenou,Calvell / Poblenou                                ,2017,May,Monday,Afternoon
2017S004326    ,Eixample,la Dreta de l'Eixample,Aragó                                             ,2017,May,Monday,Afternoon
2017S004332    ,Sant Martí,Provençals del Poblenou,C-31                                              ,2017,May,Monday,Night
2017S004334    ,Nou Barris,Verdun,Júlia                                             ,2017,May,Tuesday,Morning
2017S004335    ,Sarrià-Sant Gervasi,el Putxet i el Farró,General Mitre / Berna                             ,2017,May,Tuesday,Morning
2017S004336    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Esperança                                         ,2017,May,Tuesday,Morning
2017S004337    ,Sarrià-Sant Gervasi,el Putxet i el Farró,Saragossa                                         ,2017,May,Tuesday,Morning
2017S004339    ,Sant Martí,la Verneda i la Pau,Guipúscoa                                         ,2017,May,Tuesday,Morning
2017S004338    ,Les Corts,Pedralbes,Pedralbes                                         ,2017,May,Tuesday,Morning
2017S004340    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Esperança / Escoles Pies                          ,2017,May,Tuesday,Morning
2017S004342    ,Sant Martí,el Parc i la Llacuna del Poblenou,Almogàvers / Sardenya                             ,2017,May,Tuesday,Morning
2017S004341    ,Sants-Montjuïc,Sants - Badal,Sants                                             ,2017,May,Tuesday,Morning
2017S004343    ,Sant Martí,el Camp de l'Arpa del Clot,Indústria / Independència                         ,2017,May,Tuesday,Morning
2017S004345    ,Sant Martí,el Camp de l'Arpa del Clot,València                                          ,2017,May,Tuesday,Morning
2017S004344    ,Horta-Guinardó,el Guinardó,Sant Antoni Maria Claret / Dos de Maig            ,2017,May,Tuesday,Morning
2017S004346    ,Eixample,la Nova Esquerra de l'Eixample,Entença / Provença                                ,2017,May,Tuesday,Morning
2017S004347    ,Sants-Montjuïc,la Marina de Port,Ildefons Cerdà / Corts Catalanes                  ,2017,May,Tuesday,Morning
2017S004350    ,Horta-Guinardó,la Font d'en Fargues,Aguilar                                           ,2017,May,Tuesday,Afternoon
2017S004348    ,Eixample,la Sagrada Família,Mallorca                                          ,2017,May,Tuesday,Afternoon
2017S004349    ,Gràcia,Vallcarca i els Penitents,Dalt                                              ,2017,May,Tuesday,Afternoon
2017S004351    ,Sants-Montjuïc,Hostafrancs,Espanya / Corts Catalanes                         ,2017,May,Tuesday,Afternoon
2017S004352    ,Eixample,la Dreta de l'Eixample,Corts Catalanes / Pau Claris                      ,2017,May,Tuesday,Afternoon
2017S004425    ,Sarrià-Sant Gervasi,les Tres Torres,Alt de Gironella                                  ,2017,May,Tuesday,Afternoon
2017S004353    ,Sant Andreu,el Bon Pastor,Sant Adrià / Ferran Junoy                         ,2017,May,Tuesday,Afternoon
2017S004354    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Madrazo / Alfons XII                              ,2017,May,Tuesday,Afternoon
2017S004355    ,Sant Martí,el Clot,Aragó / Dos de Maig                               ,2017,May,Tuesday,Afternoon
2017S004359    ,Eixample,l'Antiga Esquerra de l'Eixample,Aribau / Rosselló                                 ,2017,May,Tuesday,Afternoon
2017S004356    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,ganduixer / Augusta                               ,2017,May,Tuesday,Afternoon
2017S004357    ,Sant Martí,el Parc i la Llacuna del Poblenou,Marina / Pujades                                  ,2017,May,Tuesday,Afternoon
2017S004358    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dalt (Besòs)                                      ,2017,May,Tuesday,Afternoon
2017S004360    ,Nou Barris,la Trinitat Nova,Pedrosa / S'Agaró                                 ,2017,May,Tuesday,Night
2017S004363    ,Ciutat Vella,el Barri Gòtic,Rambla / Portaferrissa                            ,2017,May,Wednesday,Night
2017S004365    ,Ciutat Vella,la Barceloneta,Litoral / Ramon Trias Fargas                      ,2017,May,Wednesday,Morning
2017S004361    ,Sarrià-Sant Gervasi,Sarrià,Dalt (Llobregat)                                  ,2017,May,Wednesday,Morning
2017S004370    ,Sants-Montjuïc,la Marina del Prat Vermell,A Zona Franca / Número 3 Zona Franca              ,2017,May,Wednesday,Morning
2017S004364    ,Sant Martí,el Besòs i el Maresme,B-10 (Llobregat)                                  ,2017,May,Wednesday,Morning
2017S004369    ,Eixample,la Sagrada Família,Aragó / Lepant                                    ,2017,May,Wednesday,Morning
2017S004366    ,Horta-Guinardó,Montbau,Vall d'Hebron                                     ,2017,May,Wednesday,Morning
2017S004367    ,Sant Andreu,el Congrés i els Indians,Felip II / Ramon Albó                             ,2017,May,Wednesday,Morning
2017S004362    ,Les Corts,Pedralbes,Pedralbes / Beltrán i Rózpide                     ,2017,May,Wednesday,Morning
2017S004372    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Pellaires                                         ,2017,May,Wednesday,Morning
2017S004371    ,Eixample,l'Antiga Esquerra de l'Eixample,Mallorca / Enric Granados                         ,2017,May,Wednesday,Morning
2017S004374    ,Sant Martí,el Poblenou,Llacuna                                           ,2017,May,Wednesday,Morning
2017S004368    ,Sant Martí,el Parc i la Llacuna del Poblenou,Corts Catalanes                                   ,2017,May,Wednesday,Morning
2017S004377    ,Les Corts,la Maternitat i Sant Ramon,Doctor Marañón                                    ,2017,May,Wednesday,Morning
2017S004373    ,Sant Martí,el Parc i la Llacuna del Poblenou,Joan d'Àustria / Llull                            ,2017,May,Wednesday,Morning
2017S004378    ,Sants-Montjuïc,la Font de la Guatlla,Mèxic                                             ,2017,May,Wednesday,Morning
2017S004375    ,Sants-Montjuïc,la Marina del Prat Vermell,Longitudinal 1                                    ,2017,May,Wednesday,Morning
2017S004380    ,Sant Martí,el Camp de l'Arpa del Clot,València / Independència                          ,2017,May,Wednesday,Morning
2017S004379    ,Sant Martí,la Vila Olímpica del Poblenou,B-10 (Llobregat)                                  ,2017,May,Wednesday,Morning
2017S004382    ,Sants-Montjuïc,el Poble-sec,Paral·lel                                         ,2017,May,Wednesday,Morning
2017S004376    ,Sant Andreu,Sant Andreu,B-20 (Besòs)                                      ,2017,May,Wednesday,Morning
2017S004384    ,Eixample,la Dreta de l'Eixample,València / Bruc                                   ,2017,May,Wednesday,Morning
2017S004389    ,Les Corts,les Corts,Carles III / Antoni Alberdi                       ,2017,May,Wednesday,Afternoon
2017S004381    ,Eixample,la Dreta de l'Eixample,Aragó                                             ,2017,May,Wednesday,Afternoon
2017S004385    ,Ciutat Vella,el Raval,Rambla                                            ,2017,May,Wednesday,Afternoon
2017S004383    ,Horta-Guinardó,el Baix Guinardó,Marina                                            ,2017,May,Wednesday,Afternoon
2017S004388    ,Sants-Montjuïc,la Bordeta,Ildefons Cerdà / Corts Catalanes                  ,2017,May,Wednesday,Afternoon
2017S004393    ,Eixample,l'Antiga Esquerra de l'Eixample,Diputació / Aribau                                ,2017,May,Wednesday,Afternoon
2017S004387    ,Sant Andreu,el Bon Pastor,Santander                                         ,2017,May,Wednesday,Afternoon
2017S004386    ,Eixample,la Sagrada Família,Mallorca / Castillejos                            ,2017,May,Wednesday,Afternoon
2017S004392    ,Sant Martí,el Parc i la Llacuna del Poblenou,Diagonal / Ciutat de Granada                      ,2017,May,Wednesday,Afternoon
2017S004390    ,Eixample,la Dreta de l'Eixample,Gràcia / Consell de Cent                          ,2017,May,Wednesday,Afternoon
2017S004391    ,Eixample,la Dreta de l'Eixample,Consell de Cent / Pau Claris                      ,2017,May,Wednesday,Night
2017S004394    ,Ciutat Vella,el Raval,Josep Carner / Drassanes                          ,2017,May,Thursday,Night
2017S004395    ,Sant Martí,Provençals del Poblenou,Corts Catalanes / Bilbao                          ,2017,May,Thursday,Night
2017S004396    ,Sant Andreu,Sant Andreu,Meridiana / Pintor Alsamora                       ,2017,May,Thursday,Morning
2017S004397    ,Eixample,l'Antiga Esquerra de l'Eixample,Balmes / Aragó                                    ,2017,May,Thursday,Morning
2017S004404    ,Nou Barris,Canyelles,B-20 (Llobregat)                                  ,2017,May,Thursday,Morning
2017S004400    ,Eixample,la Sagrada Família,Aragó / Padilla                                   ,2017,May,Thursday,Morning
2017S004398    ,Gràcia,Vallcarca i els Penitents,Sant Cugat                                        ,2017,May,Thursday,Morning
2017S004401    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Aribau / Marià Cubí                               ,2017,May,Thursday,Morning
2017S004399    ,Sants-Montjuïc,la Marina del Prat Vermell,Mare de Déu de Port / Motors                      ,2017,May,Thursday,Morning
2017S004402    ,Sant Martí,Provençals del Poblenou,Perú / Poblenou                                   ,2017,May,Thursday,Morning
2017S004403    ,Les Corts,les Corts,Numància / Diagonal                               ,2017,May,Thursday,Morning
2017S004405    ,Gràcia,la Salut,Dalt                                              ,2017,May,Thursday,Morning
2017S004406    ,Eixample,el Fort Pienc,Sardenya / Diputació                              ,2017,May,Thursday,Morning
2017S004417    ,Nou Barris,la Guineueta,Karl Marx / Valldaura                             ,2017,May,Thursday,Morning
2017S004407    ,Eixample,la Dreta de l'Eixample,Sant Pere                                         ,2017,May,Thursday,Morning
2017S004411    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Sant Gervasi                                      ,2017,May,Thursday,Morning
2017S004409    ,Sant Martí,el Parc i la Llacuna del Poblenou,Diagonal / Badajoz                                ,2017,May,Thursday,Morning
2017S004408    ,Eixample,la Dreta de l'Eixample,Tetuan                                            ,2017,May,Thursday,Afternoon
2017S004412    ,Eixample,la Sagrada Família,Indústria / Castillejos                           ,2017,May,Thursday,Afternoon
2017S004410    ,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes                                   ,2017,May,Thursday,Afternoon
2017S004415    ,Sant Martí,el Clot,Aragó                                             ,2017,May,Thursday,Afternoon
2017S004414    ,Sants-Montjuïc,Sants - Badal,Madrid / Emèrita Augusta                          ,2017,May,Thursday,Afternoon
2017S004413    ,Sant Andreu,Navas,Clot / Espronceda                                 ,2017,May,Thursday,Afternoon
2017S004416    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Muntaner / Calaf                                  ,2017,May,Thursday,Afternoon
2017S004418    ,Eixample,la Sagrada Família,València / Marina                                 ,2017,May,Thursday,Afternoon
2017S004419    ,Sarrià-Sant Gervasi,Sarrià,Sarrià a Vallvidrera                              ,2017,May,Thursday,Afternoon
2017S004422    ,Eixample,la Dreta de l'Eixample,Aragó                                             ,2017,May,Thursday,Afternoon
2017S004421    ,Nou Barris,la Guineueta,Valldaura                                         ,2017,May,Thursday,Afternoon
2017S004424    ,Eixample,la Sagrada Família,Marina / Mallorca                                 ,2017,May,Thursday,Afternoon
2017S004420    ,Sant Martí,el Poblenou,Llacuna / Ramon Turró                             ,2017,May,Thursday,Afternoon
2017S004423    ,Eixample,Sant Antoni,Corts Catalanes / Universitat                     ,2017,May,Thursday,Night
2017S004426    ,Eixample,la Sagrada Família,Aragó / Padilla                                   ,2017,May,Thursday,Night
2017S004427    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Ca l'Alegre de Dalt / Legalitat                   ,2017,May,Friday,Morning
2017S004429    ,Sarrià-Sant Gervasi,el Putxet i el Farró,General Mitre                                     ,2017,May,Friday,Morning
2017S004428    ,Sants-Montjuïc,Hostafrancs,Sant Roc                                          ,2017,May,Friday,Morning
2017S004431    ,Sants-Montjuïc,la Marina del Prat Vermell,Zona Franca                                       ,2017,May,Friday,Morning
2017S004430    ,Gràcia,la Salut,Dalt                                              ,2017,May,Friday,Morning
2017S004432    ,Sant Martí,Sant Martí de Provençals,Guipúscoa / Bac de Roda                           ,2017,May,Friday,Morning
2017S004433    ,Sant Andreu,Sant Andreu,Fabra i Puig                                      ,2017,May,Friday,Morning
2017S004436    ,Eixample,la Dreta de l'Eixample,Balmes / Còrsega                                  ,2017,May,Friday,Morning
2017S004434    ,Sants-Montjuïc,la Marina de Port,Zona Franca / Alts Forns                          ,2017,May,Friday,Morning
2017S004435    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Prats de Molló / General Mitre                    ,2017,May,Friday,Morning
2017S004440    ,Nou Barris,Vallbona,C-17 (Puigcerdà)                                  ,2017,May,Friday,Morning
2017S004437    ,Les Corts,Pedralbes,Pedralbes                                         ,2017,May,Friday,Morning
2017S004438    ,Eixample,l'Antiga Esquerra de l'Eixample,Aragó                                             ,2017,May,Friday,Afternoon
2017S004441    ,Les Corts,les Corts,Can Bruixa / Joan Güell                           ,2017,May,Friday,Afternoon
2017S004439    ,Sant Martí,el Parc i la Llacuna del Poblenou,Pujades / Pamplona                                ,2017,May,Friday,Afternoon
2017S004442    ,Horta-Guinardó,Sant Genís dels Agudells,Dalt (Besòs)                                      ,2017,May,Friday,Afternoon
2017S004443    ,Les Corts,les Corts,Sarrià / Diagonal                                 ,2017,May,Friday,Afternoon
2017S004444    ,Eixample,la Dreta de l'Eixample,Provença / Pau Claris                             ,2017,May,Friday,Afternoon
2017S004453    ,Ciutat Vella,el Raval,Drassanes                                         ,2017,May,Friday,Afternoon
2017S004448    ,Sants-Montjuïc,la Marina del Prat Vermell,Longitudinal 5 / Transversal 7                    ,2017,May,Friday,Afternoon
2017S004446    ,Eixample,el Fort Pienc,Sicília / Aragó                                   ,2017,May,Friday,Afternoon
2017S004451    ,Sant Martí,el Clot,València / Espronceda                             ,2017,May,Friday,Afternoon
2017S004455    ,Sants-Montjuïc,el Poble-sec,Paral·lel / Creu dels Molers                      ,2017,May,Friday,Afternoon
2017S004450    ,Sant Martí,el Poblenou,Litoral (Llobregat)                               ,2017,May,Friday,Afternoon
2017S004447    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Taulat                                            ,2017,May,Friday,Afternoon
2017S004445    ,Eixample,l'Antiga Esquerra de l'Eixample,Aribau / Diputació                                ,2017,May,Friday,Afternoon
2017S004449    ,Eixample,el Fort Pienc,Corts Catalanes / Marina                          ,2017,May,Friday,Afternoon
2017S004452    ,Les Corts,les Corts,Evarist Arnús / Galileu                           ,2017,May,Friday,Afternoon
2017S004454    ,Les Corts,les Corts,Numància                                          ,2017,May,Friday,Afternoon
2017S004447    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Taulat                                            ,2017,May,Friday,Afternoon
2017S004456    ,Sant Martí,la Vila Olímpica del Poblenou,Litoral (Besòs)                                   ,2017,May,Friday,Afternoon
2017S004457    ,Les Corts,la Maternitat i Sant Ramon,Doctor Marañón                                    ,2017,May,Friday,Afternoon
2017S004458    ,Sants-Montjuïc,Sants,Sants / Espanya Industrial                        ,2017,May,Friday,Night
2017S004459    ,Eixample,la Dreta de l'Eixample,Aragó / Gràcia                                    ,2017,May,Friday,Night
2017S004460    ,Eixample,l'Antiga Esquerra de l'Eixample,Diputació / Aribau                                ,2017,May,Saturday,Morning
2017S004468    ,Eixample,la Nova Esquerra de l'Eixample,Roma / Calàbria                                   ,2017,May,Saturday,Morning
2017S004462    ,Sants-Montjuïc,la Marina del Prat Vermell,Motors                                            ,2017,May,Saturday,Morning
2017S004464    ,Les Corts,la Maternitat i Sant Ramon,Martí i Franquès                                  ,2017,May,Saturday,Morning
2017S004461    ,Nou Barris,la Trinitat Nova,Fenals                                            ,2017,May,Saturday,Morning
2017S004467    ,Eixample,el Fort Pienc,Castillejos                                       ,2017,May,Saturday,Morning
2017S004470    ,Unknown,Unknown,Argullós                                          ,2017,May,Saturday,Morning
2017S004463    ,Sant Martí,Provençals del Poblenou,Josep Pla / Pere IV                               ,2017,May,Saturday,Morning
2017S004466    ,Eixample,la Sagrada Família,Mallorca / Marina                                 ,2017,May,Saturday,Morning
2017S004465    ,Sant Martí,el Clot,Meridiana / Trinxant                              ,2017,May,Saturday,Morning
2017S004469    ,Eixample,la Dreta de l'Eixample,Corts Catalanes / Bailèn                          ,2017,May,Saturday,Morning
2017S004478    ,Eixample,la Dreta de l'Eixample,Pau Claris / Sant Pere                            ,2017,May,Saturday,Morning
2017S004472    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Diagonal                                          ,2017,May,Saturday,Afternoon
2017S004471    ,Eixample,la Nova Esquerra de l'Eixample,Provença / Viladomat                              ,2017,May,Saturday,Afternoon
2017S004474    ,Gràcia,Vallcarca i els Penitents,Dalt (Besòs)                                      ,2017,May,Saturday,Afternoon
2017S004473    ,Eixample,Sant Antoni,Corts Catalanes / Vilamarí                        ,2017,May,Saturday,Afternoon
2017S004475    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Aribau / Marià Cubí                               ,2017,May,Saturday,Afternoon
2017S004477    ,Eixample,la Sagrada Família,Consell de Cent / Dos de Maig                     ,2017,May,Saturday,Afternoon
2017S004476    ,Eixample,Sant Antoni,Corts Catalanes / Vilamarí                        ,2017,May,Saturday,Afternoon
2017S004481    ,Les Corts,les Corts,Entença / Diagonal                                ,2017,May,Saturday,Afternoon
2017S004479    ,Horta-Guinardó,la Vall d'Hebron,Vall d'Hebron                                     ,2017,May,Saturday,Afternoon
2017S004484    ,Sant Martí,el Camp de l'Arpa del Clot,Trinxant / Indústria                              ,2017,May,Saturday,Afternoon
2017S004482    ,Sant Andreu,Navas,Maragall                                          ,2017,May,Saturday,Afternoon
2017S004480    ,Ciutat Vella,la Barceloneta,Salvador Espriu / Ramon Trias Fargas              ,2017,May,Saturday,Afternoon
2017S004483    ,Eixample,la Sagrada Família,Còrsega / Gaudí                                   ,2017,May,Saturday,Night
2017S004485    ,Eixample,l'Antiga Esquerra de l'Eixample,Comte d'Urgell                                    ,2017,May,Saturday,Night
2017S004486    ,Eixample,la Dreta de l'Eixample,València / Catalunya                              ,2017,May,Sunday,Night
2017S004487    ,Sant Andreu,Sant Andreu,Meridiana                                         ,2017,May,Sunday,Night
2017S004488    ,Ciutat Vella,el Raval,Rambla                                            ,2017,May,Sunday,Night
2017S004489    ,Nou Barris,Porta,Arnau d'Oms / Alella                              ,2017,May,Sunday,Morning
2017S004490    ,Sants-Montjuïc,el Poble-sec,Margarit                                          ,2017,May,Sunday,Morning
2017S004491    ,Eixample,la Dreta de l'Eixample,Mallorca / Pau Claris                             ,2017,May,Sunday,Morning
2017S004493    ,Les Corts,la Maternitat i Sant Ramon,Diagonal                                          ,2017,May,Sunday,Afternoon
2017S004492    ,Nou Barris,la Prosperitat,Arítjols / Joaquim Valls                          ,2017,May,Sunday,Afternoon
2017S004494    ,Eixample,el Fort Pienc,Corts Catalanes                                   ,2017,May,Sunday,Afternoon
2017S004496    ,Sants-Montjuïc,el Poble-sec,Univers                                           ,2017,May,Sunday,Afternoon
2017S004495    ,Eixample,la Dreta de l'Eixample,Gràcia                                            ,2017,May,Sunday,Afternoon
2017S004504    ,Eixample,l'Antiga Esquerra de l'Eixample,París                                             ,2017,May,Sunday,Afternoon
2017S004498    ,Eixample,la Dreta de l'Eixample,Balmes                                            ,2017,May,Sunday,Afternoon
2017S004497    ,Eixample,la Dreta de l'Eixample,Balmes                                            ,2017,May,Sunday,Afternoon
2017S004499    ,Sants-Montjuïc,la Bordeta,Corts Catalanes                                   ,2017,May,Sunday,Afternoon
2017S004506    ,Horta-Guinardó,Montbau,Harmonia                                          ,2017,May,Sunday,Afternoon
2017S004502    ,Nou Barris,la Guineueta,Valldaura / Fabra i Puig                          ,2017,May,Sunday,Afternoon
2017S004501    ,Sant Andreu,la Sagrera,Felip II                                          ,2017,May,Sunday,Afternoon
2017S004500    ,Les Corts,la Maternitat i Sant Ramon,Diagonal                                          ,2017,May,Sunday,Afternoon
2017S004503    ,Nou Barris,Can Peguera,Vila-seca / Cabanelles                            ,2017,May,Sunday,Afternoon
2017S004505    ,Ciutat Vella,el Barri Gòtic,Colom                                             ,2017,May,Sunday,Afternoon
2017S004507    ,Eixample,la Dreta de l'Eixample,Corts Catalanes                                   ,2017,May,Monday,Night
2017S004510    ,Sants-Montjuïc,la Marina del Prat Vermell,Número 3 Zona Franca / E Zona Franca              ,2017,May,Monday,Morning
2017S004512    ,Sant Martí,el Poblenou,Pallars / Ciutat de Granada                       ,2017,May,Monday,Morning
2017S004508    ,Sants-Montjuïc,la Marina de Port,Zona Franca / Prat                                ,2017,May,Monday,Morning
2017S004509    ,Sarrià-Sant Gervasi,les Tres Torres,Mig (Ascendent)                                   ,2017,May,Monday,Morning
2017S004511    ,Les Corts,Pedralbes,Miret i Sans / Pearson                            ,2017,May,Monday,Morning
2017S004526    ,Sant Martí,el Poblenou,Litoral (Llobregat)                               ,2017,May,Monday,Morning
2017S004515    ,Sants-Montjuïc,la Marina del Prat Vermell,Número 1 Zona Franca                              ,2017,May,Monday,Morning
2017S004517    ,Horta-Guinardó,el Baix Guinardó,Sant Antoni Maria Claret / Marina                 ,2017,May,Monday,Morning
2017S004514    ,Eixample,la Dreta de l'Eixample,Aragó                                             ,2017,May,Monday,Morning
2017S004513    ,Sants-Montjuïc,Sants,Rector Triadó                                     ,2017,May,Monday,Morning
2017S004520    ,Eixample,l'Antiga Esquerra de l'Eixample,Corts Catalanes                                   ,2017,May,Monday,Morning
2017S004516    ,Eixample,la Dreta de l'Eixample,València / Diagonal                               ,2017,May,Monday,Morning
2017S004529    ,Horta-Guinardó,la Vall d'Hebron,Vall d'Hebron                                     ,2017,May,Monday,Morning
2017S004519    ,Gràcia,la Salut,Dalt                                              ,2017,May,Monday,Morning
2017S004518    ,Sarrià-Sant Gervasi,les Tres Torres,Mig (Descendent)                                  ,2017,May,Monday,Morning
2017S004522    ,Sants-Montjuïc,Hostafrancs,Creu Coberta                                      ,2017,May,Monday,Morning
2017S004523    ,Nou Barris,Porta,Pintor Alsamora / Rio de Janeiro                  ,2017,May,Monday,Morning
2017S004521    ,Sant Martí,el Camp de l'Arpa del Clot,Sant Antoni Maria Claret                          ,2017,May,Monday,Morning
2017S004549    ,Sant Martí,Provençals del Poblenou,Cristóbal de Moura / Agricultura                  ,2017,May,Monday,Morning
2017S004527    ,Eixample,l'Antiga Esquerra de l'Eixample,Corts Catalanes                                   ,2017,May,Monday,Morning
2017S004533    ,Gràcia,la Vila de Gràcia,Lesseps / Torrent de l'Olla                       ,2017,May,Monday,Morning
2017S004524    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Balmes                                            ,2017,May,Monday,Afternoon
2017S004525    ,Eixample,la Dreta de l'Eixample,Girona                                            ,2017,May,Monday,Afternoon
2017S004530    ,Eixample,el Fort Pienc,Sardenya / Consell de Cent                        ,2017,May,Monday,Afternoon
2017S004531    ,Eixample,la Sagrada Família,Mallorca / Cartagena                              ,2017,May,Monday,Afternoon
2017S004535    ,Sant Andreu,Navas,Meridiana                                         ,2017,May,Monday,Afternoon
2017S004528    ,Eixample,la Nova Esquerra de l'Eixample,Rocafort / Diputació                              ,2017,May,Monday,Afternoon
2017S004541    ,Eixample,l'Antiga Esquerra de l'Eixample,París / Balmes                                    ,2017,May,Monday,Afternoon
2017S004534    ,Les Corts,les Corts,Diagonal                                          ,2017,May,Monday,Afternoon
2017S004532    ,Sarrià-Sant Gervasi,les Tres Torres,Vergós / Doctor Roux                              ,2017,May,Monday,Afternoon
2017S004540    ,Nou Barris,Verdun,Artesania                                         ,2017,May,Monday,Afternoon
2017S004537    ,Sants-Montjuïc,Hostafrancs,Bordeta                                           ,2017,May,Monday,Afternoon
2017S004538    ,Eixample,Sant Antoni,Sant Pau                                          ,2017,May,Monday,Afternoon
2017S004539    ,Sants-Montjuïc,Hostafrancs,Béjar / Elisi                                     ,2017,May,Monday,Afternoon
2017S004536    ,Eixample,la Nova Esquerra de l'Eixample,Corts Catalanes / Entença                         ,2017,May,Monday,Afternoon
2017S004545    ,Sant Andreu,Baró de Viver,Potosí                                            ,2017,May,Monday,Afternoon
2017S004543    ,Gràcia,la Salut,Dalt                                              ,2017,May,Monday,Night
2017S004542    ,Ciutat Vella,el Raval,Rambla                                            ,2017,May,Monday,Night
2017S004544    ,Horta-Guinardó,el Guinardó,Volart                                            ,2017,May,Tuesday,Night
2017S004546    ,Les Corts,les Corts,Diagonal                                          ,2017,May,Tuesday,Morning
2017S004552    ,Eixample,la Sagrada Família,Aragó                                             ,2017,May,Tuesday,Morning
2017S004547    ,Sant Andreu,el Bon Pastor,Caracas / Potosí                                  ,2017,May,Tuesday,Morning
2017S004551    ,Ciutat Vella,el Raval,Rambla / Nou de la Rambla                         ,2017,May,Tuesday,Morning
2017S004550    ,Eixample,Sant Antoni,Corts Catalanes                                   ,2017,May,Tuesday,Morning
2017S004553    ,Eixample,la Dreta de l'Eixample,Catalunya / València                              ,2017,May,Tuesday,Morning
2017S004556    ,Horta-Guinardó,el Guinardó,Trobador / Amèrica                                ,2017,May,Tuesday,Morning
2017S004554    ,Sant Martí,el Poblenou,B-10 (Llobregat)                                  ,2017,May,Tuesday,Morning
2017S004558    ,Horta-Guinardó,el Baix Guinardó,Sant Antoni Maria Claret / Lepant                 ,2017,May,Tuesday,Morning
2017S004555    ,Sarrià-Sant Gervasi,Sarrià,Vallvidrera                                       ,2017,May,Tuesday,Morning
2017S004557    ,Gràcia,la Salut,Dalt                                              ,2017,May,Tuesday,Morning
2017S004584    ,Horta-Guinardó,Sant Genís dels Agudells,Jordà                                             ,2017,May,Tuesday,Morning
2017S004561    ,Eixample,la Dreta de l'Eixample,València / Bailèn                                 ,2017,May,Tuesday,Afternoon
2017S004562    ,Sant Andreu,el Bon Pastor,B-10 (Besòs)                                      ,2017,May,Tuesday,Afternoon
2017S004564    ,Eixample,la Dreta de l'Eixample,Catalunya                                         ,2017,May,Tuesday,Afternoon
2017S004559    ,Nou Barris,la Guineueta,Valldaura                                         ,2017,May,Tuesday,Afternoon
2017S004563    ,Eixample,el Fort Pienc,Marina / Casp                                     ,2017,May,Tuesday,Afternoon
2017S004560    ,Eixample,l'Antiga Esquerra de l'Eixample,Muntaner / Rosselló                               ,2017,May,Tuesday,Afternoon
2017S004565    ,Sant Martí,Provençals del Poblenou,C-31                                              ,2017,May,Tuesday,Afternoon
2017S004566    ,Gràcia,la Salut,Mare de Déu de la Salut / Larrard                 ,2017,May,Tuesday,Afternoon
2017S004572    ,Eixample,la Nova Esquerra de l'Eixample,Sarrià / Londres                                  ,2017,May,Tuesday,Afternoon
