Id,District Name,Neighborhood Name,Street,Year,Month,Weekday,Part of the day
2017S000002    ,Eixample,el Fort Pienc,GV CORTS CATALANES                                ,2017,January,Sunday,Night
2017S000001    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,VIA AUGUSTA                                       ,2017,January,Sunday,Night
2017S000003    ,Horta-Guinardó,el Baix Guinardó,RDA GUINARDÓ                                      ,2017,January,Sunday,Morning
2017S000004    ,Eixample,la Sagrada Família,BALMES / Rosselló                                 ,2017,January,Sunday,Morning
2017S000005    ,Sant Martí,el Parc i la Llacuna del Poblenou,PALLARS                                           ,2017,January,Sunday,Morning
2017S000008    ,Eixample,la Dreta de l'Eixample,ARAGÓ / Pau Claris                                ,2017,January,Sunday,Morning
2017S000012    ,Eixample,el Fort Pienc,GV CORTS CATALANES / Castillejos                  ,2017,January,Sunday,Morning
2017S000006    ,Ciutat Vella,el Raval,TALLERS                                           ,2017,January,Sunday,Morning
2017S000021    ,Sant Martí,el Besòs i el Maresme,CRISTÓBAL DE MOURA / Maresme                      ,2017,January,Sunday,Morning
2017S000010    ,Sant Andreu,el Congrés i els Indians,FELIP II / Garcilaso                              ,2017,January,Sunday,Morning
2017S000007    ,Sants-Montjuïc,la Marina del Prat Vermell,ULLDECONA / Sovelles                              ,2017,January,Sunday,Morning
2017S000009    ,Sants-Montjuïc,Sants,TARRAGONA / Av Roma                               ,2017,January,Sunday,Afternoon
2017S000013    ,Eixample,la Dreta de l'Eixample,ARAGÓ / Pg Gràcia                                 ,2017,January,Sunday,Afternoon
2017S000011    ,Sant Martí,la Vila Olímpica del Poblenou,AV LITORAL                                        ,2017,January,Sunday,Afternoon
2017S000014    ,Sants-Montjuïc,Sants,AV ROMA / Tarragona                               ,2017,January,Sunday,Afternoon
2017S000016    ,Eixample,el Fort Pienc,MARINA                                            ,2017,January,Sunday,Afternoon
2017S000020    ,Nou Barris,la Guineueta,PG VALLDAURA / Pg Fabra i Puig                    ,2017,January,Sunday,Afternoon
2017S000015    ,Sant Martí,la Verneda i la Pau,CANTÀBRIA                                         ,2017,January,Sunday,Afternoon
2017S000018    ,Eixample,l'Antiga Esquerra de l'Eixample,MUNTANER                                          ,2017,January,Sunday,Afternoon
2017S000017    ,Sant Martí,Provençals del Poblenou,CTRA C-31                                         ,2017,January,Sunday,Afternoon
2017S000019    ,Sant Martí,el Poblenou,ESPRONCEDA                                        ,2017,January,Sunday,Afternoon
2017S000022    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,AV DIAGONAL                                       ,2017,January,Sunday,Night
2017S000024    ,Sants-Montjuïc,el Poble-sec,PL ESPANYA                                        ,2017,January,Monday,Morning
2017S000025    ,Les Corts,la Maternitat i Sant Ramon,AV DIAGONAL                                       ,2017,January,Monday,Morning
2017S000026    ,Sants-Montjuïc,Sants,AV MADRID                                         ,2017,January,Monday,Morning
2017S000027    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,SARDENYA / Trav Gràcia                            ,2017,January,Monday,Morning
2017S000028    ,Horta-Guinardó,la Font d'en Fargues,MAURICI VILOMARA / Montse Casanovas               ,2017,January,Monday,Morning
2017S000029    ,Sarrià-Sant Gervasi,el Putxet i el Farró,AV PRÍNC ASTÚRIES / Madrazo                       ,2017,January,Monday,Morning
2017S000030    ,Eixample,la Nova Esquerra de l'Eixample,VILADOMAT / Consell de Cent                       ,2017,January,Monday,Afternoon
2017S000031    ,Sants-Montjuïc,la Marina de Port,FOC / Urani                                       ,2017,January,Monday,Afternoon
2017S000033    ,Eixample,la Sagrada Família,ARAGÓ / Castillejos                               ,2017,January,Monday,Afternoon
2017S000032    ,Sants-Montjuïc,Hostafrancs,CREU COBERTA                                      ,2017,January,Monday,Afternoon
2017S000034    ,Nou Barris,la Trinitat Nova,CTRA B-20 (BESÒS)                                 ,2017,January,Monday,Afternoon
2017S000037    ,Gràcia,la Salut,PL SANLLEHY / Av M Déu Montserra                  ,2017,January,Monday,Afternoon
2017S000036    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,ARIBAU / Via Augusta                              ,2017,January,Monday,Afternoon
2017S000035    ,Ciutat Vella,el Barri Gòtic,RDA LITORAL(BESÒS)                                ,2017,January,Monday,Afternoon
2017S000038    ,Sant Martí,el Poblenou,RDA LITORAL(BESÒS)                                ,2017,January,Monday,Afternoon
2017S000040    ,Eixample,la Dreta de l'Eixample,BAILÈN / Rosselló                                 ,2017,January,Monday,Night
2017S000039    ,Horta-Guinardó,la Teixonera,SANTA ROSALIA / Besòs                             ,2017,January,Monday,Night
2017S000041    ,Eixample,el Fort Pienc,GV CORTS CATALANES                                ,2017,January,Monday,Night
2017S000042    ,Sant Martí,el Besòs i el Maresme,AV LITORAL                                        ,2017,January,Tuesday,Night
2017S000043    ,Sants-Montjuïc,el Poble-sec,PL DRASSANES / Pg Josep Carner                    ,2017,January,Tuesday,Night
2017S000217    ,Nou Barris,les Roquetes,LLOPIS / Torres                                   ,2017,January,Tuesday,Morning
2017S000045    ,Horta-Guinardó,Horta,PEDRELL                                           ,2017,January,Tuesday,Morning
2017S000044    ,Sarrià-Sant Gervasi,el Putxet i el Farró,RDA GENERAL MITRE / Ganduxer                      ,2017,January,Tuesday,Morning
2017S000046    ,Eixample,la Dreta de l'Eixample,ROGER DE LLÚRIA / Aragó                           ,2017,January,Tuesday,Morning
2017S000049    ,Sant Martí,el Camp de l'Arpa del Clot,ARAGÓ / Independència                             ,2017,January,Tuesday,Morning
2017S000048    ,Eixample,Sant Antoni,SEPÚLVEDA / Comte d'Urgell                        ,2017,January,Tuesday,Morning
2017S000047    ,Ciutat Vella,el Barri Gòtic,PG COLOM                                          ,2017,January,Tuesday,Morning
2017S000050    ,Nou Barris,les Roquetes,VIA FAVÈNCIA / Almansa                            ,2017,January,Tuesday,Morning
2017S000053    ,Eixample,la Nova Esquerra de l'Eixample,AV ROMA / Entença                                 ,2017,January,Tuesday,Morning
2017S000051    ,Eixample,l'Antiga Esquerra de l'Eixample,ARIBAU / Av Diagonal                              ,2017,January,Tuesday,Morning
2017S000052    ,Eixample,el Fort Pienc,ARAGÓ / Nàpols                                    ,2017,January,Tuesday,Morning
2017S000057    ,Sarrià-Sant Gervasi,Sarrià,CTRA SARRIÀ VALLVI                                ,2017,January,Tuesday,Morning
2017S000054    ,Eixample,la Dreta de l'Eixample,GIRONA                                            ,2017,January,Tuesday,Morning
2017S000061    ,Eixample,la Dreta de l'Eixample,ARAGÓ / Pg Sant Joan                              ,2017,January,Tuesday,Morning
2017S000055    ,Eixample,l'Antiga Esquerra de l'Eixample,ARIBAU                                            ,2017,January,Tuesday,Morning
2017S000063    ,Sant Martí,el Besòs i el Maresme,AV DIAGONAL / Josep Pla                           ,2017,January,Tuesday,Afternoon
2017S000059    ,Sarrià-Sant Gervasi,les Tres Torres,PG BONANOVA / Anglí                               ,2017,January,Tuesday,Afternoon
2017S000060    ,Horta-Guinardó,Montbau,ARQUITECTURA                                      ,2017,January,Tuesday,Afternoon
2017S000056    ,Eixample,la Sagrada Família,SICÍLIA / Mallorca                                ,2017,January,Tuesday,Afternoon
2017S000058    ,Eixample,la Dreta de l'Eixample,AV DIAGONAL / Pg Gràcia                           ,2017,January,Tuesday,Afternoon
2017S000062    ,Les Corts,les Corts,MARQUÈS SENTMENAT / Nicaragua                     ,2017,January,Tuesday,Afternoon
2017S000064    ,Sant Martí,el Parc i la Llacuna del Poblenou,AV DIAGONAL                                       ,2017,January,Tuesday,Afternoon
2017S000066    ,Eixample,l'Antiga Esquerra de l'Eixample,GV CORTS CATALANES                                ,2017,January,Tuesday,Afternoon
2017S000065    ,Eixample,la Nova Esquerra de l'Eixample,CALÀBRIA / Aragó                                  ,2017,January,Tuesday,Afternoon
2017S000023    ,Sants-Montjuïc,la Bordeta,CONSTITUCIÓ                                       ,2017,January,Tuesday,Afternoon
2017S000067    ,Sants-Montjuïc,Sants,RBLA BADAL                                        ,2017,January,Tuesday,Afternoon
2017S000068    ,Eixample,la Nova Esquerra de l'Eixample,COMTE BORRELL / Diputació                         ,2017,January,Tuesday,Night
2017S001079    ,Nou Barris,la Guineueta,MARIE CURIE / Marne                               ,2017,January,Wednesday,Morning
2017S000071    ,Eixample,la Nova Esquerra de l'Eixample,VALÈNCIA                                          ,2017,January,Wednesday,Morning
2017S000072    ,Eixample,l'Antiga Esquerra de l'Eixample,MALLORCA / Aribau                                 ,2017,January,Wednesday,Morning
2017S000070    ,Eixample,la Dreta de l'Eixample,PAU CLARIS / Mallorca                             ,2017,January,Wednesday,Morning
2017S000069    ,Ciutat Vella,el Raval,SANT RAFAEL                                       ,2017,January,Wednesday,Morning
2017S000073    ,Sant Martí,el Poblenou,PALLARS                                           ,2017,January,Wednesday,Morning
2017S000082    ,Gràcia,la Vila de Gràcia,TORDERA                                           ,2017,January,Wednesday,Morning
2017S000077    ,Sant Andreu,Sant Andreu,VIA FAVÈNCIA                                      ,2017,January,Wednesday,Morning
2017S000080    ,Les Corts,les Corts,AV DIAGONAL / Agustina Saragossa                  ,2017,January,Wednesday,Morning
2017S000083    ,Eixample,la Dreta de l'Eixample,PAU CLARIS / GV Corts Catalanes                   ,2017,January,Wednesday,Morning
2017S000084    ,Les Corts,les Corts,AV DIAGONAL / Numància                            ,2017,January,Wednesday,Afternoon
2017S000076    ,Sants-Montjuïc,la Marina del Prat Vermell,A / Número 3                                      ,2017,January,Wednesday,Afternoon
2017S000074    ,Sant Martí,Sant Martí de Provençals,HUELVA / Agricultura                              ,2017,January,Wednesday,Afternoon
2017S000079    ,Eixample,l'Antiga Esquerra de l'Eixample,MUNTANER / València                               ,2017,January,Wednesday,Afternoon
2017S000085    ,Sants-Montjuïc,Sants,GALILEU                                           ,2017,January,Wednesday,Afternoon
2017S000075    ,Eixample,la Nova Esquerra de l'Eixample,CALÀBRIA / València                               ,2017,January,Wednesday,Afternoon
2017S000078    ,Eixample,l'Antiga Esquerra de l'Eixample,VILLARROEL / Consell de Cent                      ,2017,January,Wednesday,Afternoon
2017S000092    ,Sant Martí,la Vila Olímpica del Poblenou,RAMON TURRÓ / Pamplona                            ,2017,January,Wednesday,Afternoon
2017S000089    ,Les Corts,les Corts,AV DIAGONAL / Numància                            ,2017,January,Wednesday,Afternoon
2017S000087    ,Gràcia,Vallcarca i els Penitents,AV VALLCARCA                                      ,2017,January,Wednesday,Afternoon
2017S000086    ,Les Corts,les Corts,AV DIAGONAL                                       ,2017,January,Wednesday,Afternoon
2017S000081    ,Sants-Montjuïc,el Poble-sec,PG JOSEP CARNER                                   ,2017,January,Wednesday,Afternoon
2017S000091    ,Sants-Montjuïc,Sants,SAGUNT                                            ,2017,January,Wednesday,Afternoon
2017S000090    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,RDA DALT (BESÒS)                                  ,2017,January,Wednesday,Afternoon
2017S000088    ,Sants-Montjuïc,Sants,SANTS / Rbla Brasil                               ,2017,January,Wednesday,Afternoon
2017S000223    ,Gràcia,la Vila de Gràcia,GUILLERIES / Perla                                ,2017,January,Wednesday,Afternoon
2017S000093    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,CAMP                                              ,2017,January,Wednesday,Night
2017S000094    ,Horta-Guinardó,Horta,TAJO / Bda Mercat                                 ,2017,January,Wednesday,Night
2017S000095    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,PG SANT GERVASI                                   ,2017,January,Thursday,Night
2017S000096    ,Sant Andreu,Baró de Viver,CTRA B-10 (BESÒS)                                 ,2017,January,Thursday,Night
2017S000099    ,Horta-Guinardó,el Guinardó,RBLA VOLART                                       ,2017,January,Thursday,Night
2017S000097    ,Sant Martí,la Verneda i la Pau,CANTÀBRIA / Menorca                               ,2017,January,Thursday,Morning
2017S000104    ,Nou Barris,Vilapicina i la Torre Llobeta,ESCÒCIA / Antoni Costa                            ,2017,January,Thursday,Morning
2017S000098    ,Eixample,la Dreta de l'Eixample,CONSELL DE CENT / Pau Claris                      ,2017,January,Thursday,Morning
2017S000100    ,Sarrià-Sant Gervasi,el Putxet i el Farró,LINCOLN / Guillem Tell                            ,2017,January,Thursday,Morning
2017S000103    ,Les Corts,les Corts,TRAV CORTS / Entença                              ,2017,January,Thursday,Morning
2017S000102    ,Eixample,la Dreta de l'Eixample,PAU CLARIS / Diputació                            ,2017,January,Thursday,Morning
2017S000101    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,MARIÀ CUBÍ                                        ,2017,January,Thursday,Morning
2017S000106    ,Sants-Montjuïc,la Marina de Port,PG ZONA FRANCA                                    ,2017,January,Thursday,Morning
2017S000105    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,AV DIAGONAL                                       ,2017,January,Thursday,Morning
2017S000111    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,VIA AUGUSTA / Tavern                              ,2017,January,Thursday,Morning
2017S000107    ,Eixample,la Dreta de l'Eixample,AV DIAGONAL / Pau Claris                          ,2017,January,Thursday,Morning
2017S000108    ,Horta-Guinardó,el Baix Guinardó,LEPANT                                            ,2017,January,Thursday,Morning
2017S000109    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,PL FRANCESC MACIÀ                                 ,2017,January,Thursday,Morning
2017S000110    ,Eixample,la Dreta de l'Eixample,ROSSELLÓ / Pg Sant Joan                           ,2017,January,Thursday,Morning
2017S000115    ,Sant Andreu,Baró de Viver,NUS TRINITAT                                      ,2017,January,Thursday,Morning
2017S000113    ,Gràcia,la Vila de Gràcia,SANT LLUÍS / Torrent Vidalet                      ,2017,January,Thursday,Morning
2017S000116    ,Horta-Guinardó,la Clota,RDA DALT (BESÒS)                                  ,2017,January,Thursday,Afternoon
2017S000112    ,Sarrià-Sant Gervasi,les Tres Torres,GANDUXER / Alacant                                ,2017,January,Thursday,Afternoon
2017S000114    ,Eixample,la Dreta de l'Eixample,ARAGÓ / Pg Gràcia                                 ,2017,January,Thursday,Afternoon
2017S000117    ,Sant Martí,Sant Martí de Provençals,SELVA DE MAR / Rbla Guipúscoa                     ,2017,January,Thursday,Afternoon
2017S000120    ,Horta-Guinardó,el Guinardó,RDA GUINARDÓ                                      ,2017,January,Thursday,Afternoon
2017S000118    ,Nou Barris,Vilapicina i la Torre Llobeta,RAMON ALBÓ                                        ,2017,January,Thursday,Afternoon
2017S000119    ,Eixample,la Nova Esquerra de l'Eixample,AV ROMA                                           ,2017,January,Thursday,Afternoon
2017S000123    ,Sant Martí,la Verneda i la Pau,SANTANDER                                         ,2017,January,Thursday,Afternoon
2017S000121    ,Sant Martí,el Parc i la Llacuna del Poblenou,MARINA / Pallars                                  ,2017,January,Thursday,Afternoon
2017S000128    ,Nou Barris,Porta,PG VALLDAURA                                      ,2017,January,Thursday,Afternoon
2017S000122    ,Sant Martí,el Poblenou,RBLA PRIM / GV Corts Catalanes                    ,2017,January,Thursday,Afternoon
2017S000125    ,Nou Barris,Verdun,RDA DALT (BESÒS)                                  ,2017,January,Thursday,Night
2017S000124    ,Sants-Montjuïc,la Marina del Prat Vermell,A                                                 ,2017,January,Thursday,Night
2017S000127    ,Sant Martí,el Parc i la Llacuna del Poblenou,AV DIAGONAL / Ciutat de Granada                   ,2017,January,Thursday,Night
2017S000126    ,Eixample,el Fort Pienc,ROSSELLÓ / Sicília                                ,2017,January,Thursday,Night
2017S000129    ,Eixample,l'Antiga Esquerra de l'Eixample,CONSELL DE CENT / Aribau                          ,2017,January,Friday,Night
2017S000130    ,Les Corts,les Corts,CARAVEL·LA LA NIÑA / Av Sarrià                    ,2017,January,Friday,Morning
2017S000131    ,Sants-Montjuïc,Hostafrancs,PL ESPANYA                                        ,2017,January,Friday,Morning
2017S000133    ,Eixample,la Dreta de l'Eixample,PG GRÀCIA / GV Corts Catalanes                    ,2017,January,Friday,Morning
2017S000132    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,PG SANT JOAN / Rosselló                           ,2017,January,Friday,Morning
2017S000134    ,Eixample,Sant Antoni,GV CORTS CATALANES / Calàbria                     ,2017,January,Friday,Afternoon
2017S000136    ,Eixample,la Sagrada Família,RBLA CATALUNYA / Provença                         ,2017,January,Friday,Afternoon
2017S000135    ,Sant Martí,la Vila Olímpica del Poblenou,MARINA / Llull                                    ,2017,January,Friday,Afternoon
2017S000137    ,Sant Martí,el Clot,ARAGÓ                                             ,2017,January,Friday,Night
2017S000139    ,Sant Martí,la Vila Olímpica del Poblenou,AV LITORAL                                        ,2017,January,Friday,Night
2017S000138    ,Ciutat Vella,la Barceloneta,SALVADOR ESPRIU                                   ,2017,January,Friday,Night
2017S000140    ,Nou Barris,el Turó de la Peira,PG FABRA I PUIG                                   ,2017,January,Saturday,Night
2017S000142    ,Eixample,la Dreta de l'Eixample,PL URQUINAONA / Roger de Llúria                   ,2017,January,Saturday,Night
2017S000141    ,Les Corts,la Maternitat i Sant Ramon,AV DIAGONAL                                       ,2017,January,Saturday,Night
2017S000143    ,Eixample,la Dreta de l'Eixample,PL TETUAN                                         ,2017,January,Saturday,Night
2017S000144    ,Horta-Guinardó,Sant Genís dels Agudells,CTRA SANT CUGAT                                   ,2017,January,Saturday,Night
2017S000146    ,Sant Andreu,la Trinitat Vella,RDA DALT(LLOBREGAT                                ,2017,January,Saturday,Morning
2017S000145    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,AV TIBIDABO / Isaac Newton                        ,2017,January,Saturday,Morning
2017S000147    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,TRAV GRÀCIA / Aribau                              ,2017,January,Saturday,Morning
2017S000149    ,Sarrià-Sant Gervasi,les Tres Torres,G.V. CARLES III                                   ,2017,January,Saturday,Morning
2017S000148    ,Les Corts,les Corts,TRAV CORTS / Constança                            ,2017,January,Saturday,Morning
2017S000150    ,Gràcia,la Vila de Gràcia,TRAV DALT / Rabassa                               ,2017,January,Saturday,Morning
2017S000154    ,Sant Martí,la Verneda i la Pau,RBLA GUIPÚSCOA                                    ,2017,January,Saturday,Morning
2017S000151    ,Eixample,la Nova Esquerra de l'Eixample,ARAGÓ / Llança                                    ,2017,January,Saturday,Morning
2017S000152    ,Eixample,la Sagrada Família,LEPANT / València                                 ,2017,January,Saturday,Morning
2017S000153    ,Les Corts,les Corts,COMTES BELL-LLOC                                  ,2017,January,Saturday,Afternoon
2017S000155    ,Ciutat Vella,la Barceloneta,GINEBRA / Carbonell                               ,2017,January,Saturday,Afternoon
2017S000157    ,Eixample,la Dreta de l'Eixample,GV CORTS CATALANES / Pau Claris                   ,2017,January,Saturday,Afternoon
2017S000156    ,Eixample,la Dreta de l'Eixample,PL FRANCESC MACIÀ / Comte d'Urgell                ,2017,January,Saturday,Afternoon
2017S000158    ,Eixample,el Fort Pienc,MARINA                                            ,2017,January,Saturday,Afternoon
2017S000159    ,Sant Andreu,Sant Andreu,FERNANDO PESSOA                                   ,2017,January,Saturday,Afternoon
2017S000160    ,Les Corts,les Corts,AV DIAGONAL                                       ,2017,January,Saturday,Afternoon
2017S000161    ,Sant Martí,Provençals del Poblenou,PERÚ / Rbla Poblenou                              ,2017,January,Saturday,Afternoon
2017S000162    ,Sant Martí,Provençals del Poblenou,AV DIAGONAL / Bilbao                              ,2017,January,Saturday,Afternoon
2017S000163    ,Nou Barris,Vilapicina i la Torre Llobeta,PG FABRA I PUIG / Vèlia                           ,2017,January,Saturday,Night
2017S000165    ,Les Corts,les Corts,AV DIAGONAL                                       ,2017,January,Sunday,Night
2017S000167    ,Nou Barris,Torre Baró,AV M DÉU MONTSERRA                                ,2017,January,Sunday,Night
2017S000166    ,Eixample,la Dreta de l'Eixample,AV DIAGONAL / Roger de Llúria                     ,2017,January,Sunday,Morning
2017S000164    ,Sants-Montjuïc,la Marina del Prat Vermell,NÚMERO 3                                          ,2017,January,Sunday,Morning
2017S000168    ,Eixample,el Fort Pienc,GV CORTS CATALANES / Lepant                       ,2017,January,Sunday,Morning
2017S000169    ,Sants-Montjuïc,la Font de la Guatlla,GV CORTS CATALANES                                ,2017,January,Sunday,Morning
2017S000170    ,Sant Andreu,Sant Andreu,SEGRE                                             ,2017,January,Sunday,Morning
2017S000171    ,Eixample,el Fort Pienc,GV CORTS CATALANES / Nàpols                       ,2017,January,Sunday,Afternoon
2017S000172    ,Horta-Guinardó,Sant Genís dels Agudells,RDA DALT(LLOBREGAT                                ,2017,January,Sunday,Afternoon
2017S000173    ,Eixample,Sant Antoni,MANSO                                             ,2017,January,Sunday,Afternoon
2017S000176    ,Eixample,el Fort Pienc,MARINA / Diputació                                ,2017,January,Sunday,Afternoon
2017S000175    ,Sants-Montjuïc,el Poble-sec,PG EXPOSICIÓ / Poeta Cabanyes                     ,2017,January,Sunday,Afternoon
2017S000174    ,Eixample,la Sagrada Família,VALÈNCIA / Padilla                                ,2017,January,Sunday,Afternoon
2017S000178    ,Sant Andreu,el Bon Pastor,CIUTAT D'ASUNCIÓN                                 ,2017,January,Sunday,Afternoon
2017S000177    ,Eixample,la Dreta de l'Eixample,VALÈNCIA / Pg Sant Joan                           ,2017,January,Sunday,Afternoon
2017S000179    ,Les Corts,Pedralbes,PG MANUEL GIRONA / Benet Mateu                    ,2017,January,Sunday,Afternoon
2017S000180    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,INDÚSTRIA / Pg Sant Joan                          ,2017,January,Monday,Night
2017S000181    ,Eixample,la Dreta de l'Eixample,PG SANT JOAN / Av Diagonal                        ,2017,January,Monday,Morning
2017S000183    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,AV DIAGONAL                                       ,2017,January,Monday,Morning
2017S000182    ,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,SELVA DE MAR / Pallars                            ,2017,January,Monday,Morning
2017S000184    ,Eixample,la Dreta de l'Eixample,AV DIAGONAL / Pg Gràcia                           ,2017,January,Monday,Morning
2017S000185    ,Eixample,la Dreta de l'Eixample,CONSELL DE CENT                                   ,2017,January,Monday,Morning
2017S000186    ,Ciutat Vella,el Raval,LLUNA                                             ,2017,January,Monday,Morning
2017S000188    ,Sants-Montjuïc,la Marina del Prat Vermell,PG ZONA FRANCA                                    ,2017,January,Monday,Morning
2017S000187    ,Sant Andreu,la Trinitat Vella,ALMASSORA                                         ,2017,January,Monday,Morning
2017S000190    ,Horta-Guinardó,Horta,LLOBREGÓS                                         ,2017,January,Monday,Morning
2017S000189    ,Sants-Montjuïc,Hostafrancs,CREU COBERTA                                      ,2017,January,Monday,Morning
2017S000191    ,Nou Barris,Canyelles,RDA DALT(LLOBREGAT                                ,2017,January,Monday,Morning
2017S000192    ,Gràcia,la Vila de Gràcia,TORRENT DE L'OLLA                                 ,2017,January,Monday,Morning
2017S000194    ,Sants-Montjuïc,la Marina del Prat Vermell,TRANSVERSAL 9                                     ,2017,January,Monday,Morning
2017S000193    ,Eixample,la Dreta de l'Eixample,PG SANT JOAN / Av Diagonal                        ,2017,January,Monday,Morning
2017S000195    ,Sant Martí,el Parc i la Llacuna del Poblenou,ALMOGÀVERS / Zamora                               ,2017,January,Monday,Afternoon
2017S000239    ,Horta-Guinardó,el Guinardó,AV M DÉU MONTSERRA / Bisbal                       ,2017,January,Monday,Afternoon
2017S000197    ,Eixample,la Dreta de l'Eixample,MALLORCA / Bailèn                                 ,2017,January,Monday,Afternoon
2017S000196    ,Eixample,l'Antiga Esquerra de l'Eixample,CASANOVA / Còrsega                                ,2017,January,Monday,Afternoon
2017S000198    ,Nou Barris,la Guineueta,PG VERDUM / Lorena                                ,2017,January,Monday,Afternoon
2017S000200    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,RDA GENERAL MITRE                                 ,2017,January,Monday,Afternoon
2017S000203    ,Sant Andreu,Navas,BISCAIA                                           ,2017,January,Monday,Afternoon
2017S000202    ,Sants-Montjuïc,el Poble-sec,RADAS                                             ,2017,January,Monday,Afternoon
2017S000201    ,Sants-Montjuïc,la Marina de Port,FERROCARRILS CAT / Foneria                        ,2017,January,Monday,Afternoon
2017S000207    ,Sants-Montjuïc,Sants - Badal,SANTS / Carreras i Candi                          ,2017,January,Monday,Afternoon
2017S000204    ,Sarrià-Sant Gervasi,Sarrià,COPÈRNIC                                          ,2017,January,Monday,Afternoon
2017S000205    ,Eixample,la Nova Esquerra de l'Eixample,ROCAFORT / GV Corts Catalanes                     ,2017,January,Monday,Night
2017S000206    ,Sants-Montjuïc,la Bordeta,GV CORTS CATALANES                                ,2017,January,Monday,Night
2017S000208    ,Les Corts,les Corts,AV DIAGONAL                                       ,2017,January,Tuesday,Night
2017S000209    ,Eixample,la Dreta de l'Eixample,PAU CLARIS                                        ,2017,January,Tuesday,Morning
2017S000210    ,Eixample,la Sagrada Família,LEPANT / Aragó                                    ,2017,January,Tuesday,Morning
2017S000212    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",AV MRQ ARGENTERA                                  ,2017,January,Tuesday,Morning
2017S000211    ,Sarrià-Sant Gervasi,Sarrià,EDUARDO CONDE / Pg Claudi Güell                   ,2017,January,Tuesday,Morning
2017S000213    ,Sants-Montjuïc,el Poble-sec,AV PARAL·LEL                                      ,2017,January,Tuesday,Morning
2017S000214    ,Sant Martí,Provençals del Poblenou,SELVA DE MAR                                      ,2017,January,Tuesday,Morning
2017S000219    ,Sant Andreu,el Bon Pastor,RDA LITORAL(BESÒS)                                ,2017,January,Tuesday,Morning
2017S000215    ,Eixample,la Nova Esquerra de l'Eixample,PROVENÇA / Rocafort                               ,2017,January,Tuesday,Morning
2017S000218    ,Eixample,la Dreta de l'Eixample,BALMES                                            ,2017,January,Tuesday,Morning
2017S000216    ,Eixample,la Nova Esquerra de l'Eixample,COMTE D'URGELL / València                         ,2017,January,Tuesday,Morning
2017S000220    ,Sarrià-Sant Gervasi,Sarrià,MONTEVIDEO / Pere II Montcada                     ,2017,January,Tuesday,Morning
2017S000224    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,BALMES                                            ,2017,January,Tuesday,Morning
2017S000221    ,Eixample,la Dreta de l'Eixample,PAU CLARIS / Aragó                                ,2017,January,Tuesday,Morning
2017S000222    ,Sants-Montjuïc,Hostafrancs,TARRAGONA / València                              ,2017,January,Tuesday,Morning
2017S000287    ,Eixample,la Sagrada Família,INDÚSTRIA                                         ,2017,January,Tuesday,Afternoon
2017S000229    ,Ciutat Vella,el Barri Gòtic,RDA LITORAL(BESÒS)                                ,2017,January,Tuesday,Afternoon
2017S000225    ,Eixample,la Dreta de l'Eixample,GV CORTS CATALANES                                ,2017,January,Tuesday,Afternoon
2017S000227    ,Sant Martí,el Parc i la Llacuna del Poblenou,PUJADES / Pamplona                                ,2017,January,Tuesday,Afternoon
2017S000228    ,Eixample,l'Antiga Esquerra de l'Eixample,ARAGÓ / Muntaner                                  ,2017,January,Tuesday,Afternoon
2017S000226    ,Les Corts,Pedralbes,G.V. CARLES III / Pg Manuel Girona                ,2017,January,Tuesday,Afternoon
2017S000231    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,BELLESGUARD                                       ,2017,January,Tuesday,Afternoon
2017S000230    ,Ciutat Vella,el Barri Gòtic,FONTANELLA                                        ,2017,January,Tuesday,Afternoon
2017S000295    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,RDA DALT (BESÒS)                                  ,2017,January,Tuesday,Afternoon
2017S000234    ,Sarrià-Sant Gervasi,les Tres Torres,VIA AUGUSTA                                       ,2017,January,Tuesday,Afternoon
2017S000243    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,ROSSELLÓ / Sicília                                ,2017,January,Tuesday,Afternoon
2017S000237    ,Eixample,l'Antiga Esquerra de l'Eixample,PARÍS / Muntaner                                  ,2017,January,Tuesday,Afternoon
2017S000232    ,Eixample,Sant Antoni,SEPÚLVEDA / Entença                               ,2017,January,Tuesday,Afternoon
